7 0.029082210000000004
7 0.039401109000000004
7 0.047911414000000006
7 0.039142668
7 0.033902705000000005
7 0.03878019
7 0.032004535
7 0.03429067500000001
7 0.039659394
7 0.049676103
8 0.164311422
8 0.16158084900000003
8 0.21815666500000003
8 0.193013485
8 0.191972787
8 0.17613656500000002
8 0.19075455500000002
8 0.20513557699999999
8 0.23991689700000002
8 0.219797292
9 0.486139824
9 0.706743855
9 0.677274804
9 0.7245843070000001
9 1.009606598
9 1.254306179
9 1.1211118610000002
9 1.550308937
9 1.389182199
9 1.4691200500000001
10 4.015420105
10 3.3171153639999997
10 3.7679684620000002
10 4.400200634
10 4.151210293
10 4.463407986
10 6.749571726
10 10.951289395
10 13.290210548000001
10 22.776459207000002
11 15.179726428
11 16.843461603999998
11 26.337711494
11 29.661611114
11 31.08581108
11 45.736789093999995
11 46.011843747
11 56.353748784
11 72.71745824
11 81.57719744799999
12 85.579491525
12 95.35297813
12 194.51945236199998
12 336.493110372
12 328.324331187
12 538.8659397380001
12 629.8868335889999
12 723.6986157380001
12 710.8779966660001
12 1358.504627486
13 429.323448635
13 438.11514435799995
13 561.7086066429999
13 774.573775088
13 992.223395875
13 1348.228972312
13 1339.072771678
13 1599.697186012
13 1787.3614692160002
13 7713.869383222001
14 1767.7021617060002
14 2259.097101199
14 2443.753894184
14 5732.757400232
14 8628.419321932999
14 8697.380126723
14 8955.849337573
14 13312.132229249
14 13848.084014339
14 22833.159713069
