7 0.05590881000000001
7 0.052800236
7 0.054281153
7 0.054702404999999996
7 0.055043222
7 0.05359817
7 0.054197071
7 0.05460830900000001
7 0.053761281
7 0.05195063100000001
8 0.370056094
8 0.39134149
8 0.390191536
8 0.39148027300000005
8 0.383254077
8 0.389093475
8 0.386793912
8 0.391283347
8 0.387642924
8 0.384285796
9 3.252221944
9 3.282400816
9 3.3215822960000003
9 3.3184906929999998
9 3.363361858
9 3.3328026440000005
9 3.332430602
9 3.31446386
9 3.383020947
9 3.399808679
10 30.563356445
10 30.641702284
10 30.978214811999997
10 30.814043069
10 30.725310888
10 31.859716415
10 31.808932598000002
10 31.277909644999998
10 30.824298319
10 31.707893532
11 315.035953174
11 318.206906263
11 318.774551155
11 316.84975889699996
11 317.015194164
11 318.713121158
11 321.925528331
11 317.350812156
11 319.18300589
11 321.070105286
12 3398.7816650900004
12 3423.704427153
12 3454.1229826910003
12 3432.46271288
12 3422.314298624
12 3419.2207087760003
12 3474.7426812480003
12 3510.79976627
12 3523.178231215
12 3582.9141085759998
